fieldID,imagepath,labelpath,parentID
10001_13,PASTISFresh\DATA_S2\S2_10001_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_13.npy,10001
10001_14,PASTISFresh\DATA_S2\S2_10001_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_14.npy,10001
10001_15,PASTISFresh\DATA_S2\S2_10001_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_15.npy,10001
10001_16,PASTISFresh\DATA_S2\S2_10001_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_16.npy,10001
10001_17,PASTISFresh\DATA_S2\S2_10001_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_17.npy,10001
10001_18,PASTISFresh\DATA_S2\S2_10001_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_18.npy,10001
10001_19,PASTISFresh\DATA_S2\S2_10001_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_19.npy,10001
10001_20,PASTISFresh\DATA_S2\S2_10001_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_20.npy,10001
10001_21,PASTISFresh\DATA_S2\S2_10001_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_21.npy,10001
10001_22,PASTISFresh\DATA_S2\S2_10001_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_22.npy,10001
10001_23,PASTISFresh\DATA_S2\S2_10001_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_23.npy,10001
10001_24,PASTISFresh\DATA_S2\S2_10001_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_24.npy,10001
10005_0,PASTISFresh\DATA_S2\S2_10005_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_0.npy,10005
10005_1,PASTISFresh\DATA_S2\S2_10005_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_1.npy,10005
10005_2,PASTISFresh\DATA_S2\S2_10005_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_2.npy,10005
10005_3,PASTISFresh\DATA_S2\S2_10005_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_3.npy,10005
10005_4,PASTISFresh\DATA_S2\S2_10005_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_4.npy,10005
10005_5,PASTISFresh\DATA_S2\S2_10005_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_5.npy,10005
10005_6,PASTISFresh\DATA_S2\S2_10005_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_6.npy,10005
10005_7,PASTISFresh\DATA_S2\S2_10005_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_7.npy,10005
10005_8,PASTISFresh\DATA_S2\S2_10005_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_8.npy,10005
10005_9,PASTISFresh\DATA_S2\S2_10005_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_9.npy,10005
10005_10,PASTISFresh\DATA_S2\S2_10005_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_10.npy,10005
10005_11,PASTISFresh\DATA_S2\S2_10005_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_11.npy,10005
10005_12,PASTISFresh\DATA_S2\S2_10005_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_12.npy,10005
10005_13,PASTISFresh\DATA_S2\S2_10005_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_13.npy,10005
10005_14,PASTISFresh\DATA_S2\S2_10005_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_14.npy,10005
10005_15,PASTISFresh\DATA_S2\S2_10005_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_15.npy,10005
10005_16,PASTISFresh\DATA_S2\S2_10005_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_16.npy,10005
10005_17,PASTISFresh\DATA_S2\S2_10005_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_17.npy,10005
10005_18,PASTISFresh\DATA_S2\S2_10005_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_18.npy,10005
10005_19,PASTISFresh\DATA_S2\S2_10005_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_19.npy,10005
10005_20,PASTISFresh\DATA_S2\S2_10005_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_20.npy,10005
10005_21,PASTISFresh\DATA_S2\S2_10005_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_21.npy,10005
10005_22,PASTISFresh\DATA_S2\S2_10005_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_22.npy,10005
10005_23,PASTISFresh\DATA_S2\S2_10005_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_23.npy,10005
10005_24,PASTISFresh\DATA_S2\S2_10005_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_24.npy,10005
10006_0,PASTISFresh\DATA_S2\S2_10006_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_0.npy,10006
10006_1,PASTISFresh\DATA_S2\S2_10006_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_1.npy,10006
10006_2,PASTISFresh\DATA_S2\S2_10006_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_2.npy,10006
10006_3,PASTISFresh\DATA_S2\S2_10006_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_3.npy,10006
10006_4,PASTISFresh\DATA_S2\S2_10006_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_4.npy,10006
10006_5,PASTISFresh\DATA_S2\S2_10006_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_5.npy,10006
10006_6,PASTISFresh\DATA_S2\S2_10006_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_6.npy,10006
10006_7,PASTISFresh\DATA_S2\S2_10006_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_7.npy,10006
10006_8,PASTISFresh\DATA_S2\S2_10006_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_8.npy,10006
10006_9,PASTISFresh\DATA_S2\S2_10006_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_9.npy,10006
10006_10,PASTISFresh\DATA_S2\S2_10006_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_10.npy,10006
10006_11,PASTISFresh\DATA_S2\S2_10006_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_11.npy,10006
10006_12,PASTISFresh\DATA_S2\S2_10006_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_12.npy,10006
10006_13,PASTISFresh\DATA_S2\S2_10006_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_13.npy,10006
10006_14,PASTISFresh\DATA_S2\S2_10006_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_14.npy,10006
10006_15,PASTISFresh\DATA_S2\S2_10006_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_15.npy,10006
10006_16,PASTISFresh\DATA_S2\S2_10006_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_16.npy,10006
10006_17,PASTISFresh\DATA_S2\S2_10006_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_17.npy,10006
10006_18,PASTISFresh\DATA_S2\S2_10006_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_18.npy,10006
10006_19,PASTISFresh\DATA_S2\S2_10006_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_19.npy,10006
10006_20,PASTISFresh\DATA_S2\S2_10006_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_20.npy,10006
10006_21,PASTISFresh\DATA_S2\S2_10006_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_21.npy,10006
10006_22,PASTISFresh\DATA_S2\S2_10006_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_22.npy,10006
10006_23,PASTISFresh\DATA_S2\S2_10006_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_23.npy,10006
10006_24,PASTISFresh\DATA_S2\S2_10006_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_24.npy,10006
10007_0,PASTISFresh\DATA_S2\S2_10007_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_0.npy,10007
10007_1,PASTISFresh\DATA_S2\S2_10007_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_1.npy,10007
10007_2,PASTISFresh\DATA_S2\S2_10007_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_2.npy,10007
10007_3,PASTISFresh\DATA_S2\S2_10007_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_3.npy,10007
10007_4,PASTISFresh\DATA_S2\S2_10007_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_4.npy,10007
10007_5,PASTISFresh\DATA_S2\S2_10007_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_5.npy,10007
10007_6,PASTISFresh\DATA_S2\S2_10007_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_6.npy,10007
10007_7,PASTISFresh\DATA_S2\S2_10007_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_7.npy,10007
10007_8,PASTISFresh\DATA_S2\S2_10007_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_8.npy,10007
10007_9,PASTISFresh\DATA_S2\S2_10007_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_9.npy,10007
10007_10,PASTISFresh\DATA_S2\S2_10007_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_10.npy,10007
10007_11,PASTISFresh\DATA_S2\S2_10007_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_11.npy,10007
10007_12,PASTISFresh\DATA_S2\S2_10007_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_12.npy,10007
10007_13,PASTISFresh\DATA_S2\S2_10007_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_13.npy,10007
10007_14,PASTISFresh\DATA_S2\S2_10007_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_14.npy,10007
10007_15,PASTISFresh\DATA_S2\S2_10007_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_15.npy,10007
10007_16,PASTISFresh\DATA_S2\S2_10007_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_16.npy,10007
10007_17,PASTISFresh\DATA_S2\S2_10007_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_17.npy,10007
10007_18,PASTISFresh\DATA_S2\S2_10007_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_18.npy,10007
10007_19,PASTISFresh\DATA_S2\S2_10007_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_19.npy,10007
10007_20,PASTISFresh\DATA_S2\S2_10007_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_20.npy,10007
10007_21,PASTISFresh\DATA_S2\S2_10007_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_21.npy,10007
10007_22,PASTISFresh\DATA_S2\S2_10007_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_22.npy,10007
10007_23,PASTISFresh\DATA_S2\S2_10007_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_23.npy,10007
10007_24,PASTISFresh\DATA_S2\S2_10007_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_24.npy,10007
10009_0,PASTISFresh\DATA_S2\S2_10009_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_0.npy,10009
10009_1,PASTISFresh\DATA_S2\S2_10009_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_1.npy,10009
10009_2,PASTISFresh\DATA_S2\S2_10009_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_2.npy,10009
10009_3,PASTISFresh\DATA_S2\S2_10009_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_3.npy,10009
10009_4,PASTISFresh\DATA_S2\S2_10009_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_4.npy,10009
10009_5,PASTISFresh\DATA_S2\S2_10009_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_5.npy,10009
10009_6,PASTISFresh\DATA_S2\S2_10009_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_6.npy,10009
10009_7,PASTISFresh\DATA_S2\S2_10009_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_7.npy,10009
10009_8,PASTISFresh\DATA_S2\S2_10009_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_8.npy,10009
10009_9,PASTISFresh\DATA_S2\S2_10009_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_9.npy,10009
10009_10,PASTISFresh\DATA_S2\S2_10009_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_10.npy,10009
10009_11,PASTISFresh\DATA_S2\S2_10009_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_11.npy,10009
10009_12,PASTISFresh\DATA_S2\S2_10009_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_12.npy,10009
10009_13,PASTISFresh\DATA_S2\S2_10009_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_13.npy,10009
10009_14,PASTISFresh\DATA_S2\S2_10009_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_14.npy,10009
10009_15,PASTISFresh\DATA_S2\S2_10009_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_15.npy,10009
10009_16,PASTISFresh\DATA_S2\S2_10009_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_16.npy,10009
10009_17,PASTISFresh\DATA_S2\S2_10009_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_17.npy,10009
10009_18,PASTISFresh\DATA_S2\S2_10009_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_18.npy,10009
10009_19,PASTISFresh\DATA_S2\S2_10009_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_19.npy,10009
10009_20,PASTISFresh\DATA_S2\S2_10009_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_20.npy,10009
10009_21,PASTISFresh\DATA_S2\S2_10009_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_21.npy,10009
10009_22,PASTISFresh\DATA_S2\S2_10009_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_22.npy,10009
10009_23,PASTISFresh\DATA_S2\S2_10009_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_23.npy,10009
10009_24,PASTISFresh\DATA_S2\S2_10009_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_24.npy,10009
10013_0,PASTISFresh\DATA_S2\S2_10013_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_0.npy,10013
10013_1,PASTISFresh\DATA_S2\S2_10013_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_1.npy,10013
10013_2,PASTISFresh\DATA_S2\S2_10013_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_2.npy,10013
10013_3,PASTISFresh\DATA_S2\S2_10013_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_3.npy,10013
10013_4,PASTISFresh\DATA_S2\S2_10013_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_4.npy,10013
10013_5,PASTISFresh\DATA_S2\S2_10013_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_5.npy,10013
10013_6,PASTISFresh\DATA_S2\S2_10013_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_6.npy,10013
10013_7,PASTISFresh\DATA_S2\S2_10013_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_7.npy,10013
10013_8,PASTISFresh\DATA_S2\S2_10013_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_8.npy,10013
10013_9,PASTISFresh\DATA_S2\S2_10013_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_9.npy,10013
10013_10,PASTISFresh\DATA_S2\S2_10013_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_10.npy,10013
10013_11,PASTISFresh\DATA_S2\S2_10013_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_11.npy,10013
10013_12,PASTISFresh\DATA_S2\S2_10013_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_12.npy,10013
10013_13,PASTISFresh\DATA_S2\S2_10013_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_13.npy,10013
10013_14,PASTISFresh\DATA_S2\S2_10013_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_14.npy,10013
10013_15,PASTISFresh\DATA_S2\S2_10013_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_15.npy,10013
10013_16,PASTISFresh\DATA_S2\S2_10013_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_16.npy,10013
10013_17,PASTISFresh\DATA_S2\S2_10013_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_17.npy,10013
10013_18,PASTISFresh\DATA_S2\S2_10013_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_18.npy,10013
10013_19,PASTISFresh\DATA_S2\S2_10013_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_19.npy,10013
10013_20,PASTISFresh\DATA_S2\S2_10013_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_20.npy,10013
10013_21,PASTISFresh\DATA_S2\S2_10013_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_21.npy,10013
10013_22,PASTISFresh\DATA_S2\S2_10013_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_22.npy,10013
10013_23,PASTISFresh\DATA_S2\S2_10013_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_23.npy,10013
10013_24,PASTISFresh\DATA_S2\S2_10013_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_24.npy,10013
10015_0,PASTISFresh\DATA_S2\S2_10015_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_0.npy,10015
10015_1,PASTISFresh\DATA_S2\S2_10015_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_1.npy,10015
10015_2,PASTISFresh\DATA_S2\S2_10015_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_2.npy,10015
10015_3,PASTISFresh\DATA_S2\S2_10015_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_3.npy,10015
10015_4,PASTISFresh\DATA_S2\S2_10015_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_4.npy,10015
10015_5,PASTISFresh\DATA_S2\S2_10015_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_5.npy,10015
10015_6,PASTISFresh\DATA_S2\S2_10015_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_6.npy,10015
10015_7,PASTISFresh\DATA_S2\S2_10015_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_7.npy,10015
10015_8,PASTISFresh\DATA_S2\S2_10015_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_8.npy,10015
10015_9,PASTISFresh\DATA_S2\S2_10015_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_9.npy,10015
10015_10,PASTISFresh\DATA_S2\S2_10015_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_10.npy,10015
10015_11,PASTISFresh\DATA_S2\S2_10015_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_11.npy,10015
10015_12,PASTISFresh\DATA_S2\S2_10015_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_12.npy,10015
10015_13,PASTISFresh\DATA_S2\S2_10015_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_13.npy,10015
10015_14,PASTISFresh\DATA_S2\S2_10015_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_14.npy,10015
10015_15,PASTISFresh\DATA_S2\S2_10015_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_15.npy,10015
10015_16,PASTISFresh\DATA_S2\S2_10015_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_16.npy,10015
10015_17,PASTISFresh\DATA_S2\S2_10015_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_17.npy,10015
10015_18,PASTISFresh\DATA_S2\S2_10015_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_18.npy,10015
10015_19,PASTISFresh\DATA_S2\S2_10015_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_19.npy,10015
10015_20,PASTISFresh\DATA_S2\S2_10015_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_20.npy,10015
10015_21,PASTISFresh\DATA_S2\S2_10015_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_21.npy,10015
10015_22,PASTISFresh\DATA_S2\S2_10015_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_22.npy,10015
10015_23,PASTISFresh\DATA_S2\S2_10015_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_23.npy,10015
10015_24,PASTISFresh\DATA_S2\S2_10015_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_24.npy,10015
10016_0,PASTISFresh\DATA_S2\S2_10016_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_0.npy,10016
10016_1,PASTISFresh\DATA_S2\S2_10016_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_1.npy,10016
10016_2,PASTISFresh\DATA_S2\S2_10016_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_2.npy,10016
10016_3,PASTISFresh\DATA_S2\S2_10016_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_3.npy,10016
10016_4,PASTISFresh\DATA_S2\S2_10016_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_4.npy,10016
10016_5,PASTISFresh\DATA_S2\S2_10016_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_5.npy,10016
10016_6,PASTISFresh\DATA_S2\S2_10016_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_6.npy,10016
10016_7,PASTISFresh\DATA_S2\S2_10016_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_7.npy,10016
10016_8,PASTISFresh\DATA_S2\S2_10016_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_8.npy,10016
10016_9,PASTISFresh\DATA_S2\S2_10016_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_9.npy,10016
10016_10,PASTISFresh\DATA_S2\S2_10016_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_10.npy,10016
10016_11,PASTISFresh\DATA_S2\S2_10016_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_11.npy,10016
10016_12,PASTISFresh\DATA_S2\S2_10016_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_12.npy,10016
10016_13,PASTISFresh\DATA_S2\S2_10016_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10016_13.npy,10016
