fieldID,imagepath,labelpath
10106,PASTISFresh/DATA_S2/S2_10106.npy,PASTISFresh/ANNOTATIONS/TARGET_10106.npy
10107,PASTISFresh/DATA_S2/S2_10107.npy,PASTISFresh/ANNOTATIONS/TARGET_10107.npy
10108,PASTISFresh/DATA_S2/S2_10108.npy,PASTISFresh/ANNOTATIONS/TARGET_10108.npy
10109,PASTISFresh/DATA_S2/S2_10109.npy,PASTISFresh/ANNOTATIONS/TARGET_10109.npy
10110,PASTISFresh/DATA_S2/S2_10110.npy,PASTISFresh/ANNOTATIONS/TARGET_10110.npy
10111,PASTISFresh/DATA_S2/S2_10111.npy,PASTISFresh/ANNOTATIONS/TARGET_10111.npy
10112,PASTISFresh/DATA_S2/S2_10112.npy,PASTISFresh/ANNOTATIONS/TARGET_10112.npy
10114,PASTISFresh/DATA_S2/S2_10114.npy,PASTISFresh/ANNOTATIONS/TARGET_10114.npy
10115,PASTISFresh/DATA_S2/S2_10115.npy,PASTISFresh/ANNOTATIONS/TARGET_10115.npy
10117,PASTISFresh/DATA_S2/S2_10117.npy,PASTISFresh/ANNOTATIONS/TARGET_10117.npy
10118,PASTISFresh/DATA_S2/S2_10118.npy,PASTISFresh/ANNOTATIONS/TARGET_10118.npy
10120,PASTISFresh/DATA_S2/S2_10120.npy,PASTISFresh/ANNOTATIONS/TARGET_10120.npy
10121,PASTISFresh/DATA_S2/S2_10121.npy,PASTISFresh/ANNOTATIONS/TARGET_10121.npy
10125,PASTISFresh/DATA_S2/S2_10125.npy,PASTISFresh/ANNOTATIONS/TARGET_10125.npy
10127,PASTISFresh/DATA_S2/S2_10127.npy,PASTISFresh/ANNOTATIONS/TARGET_10127.npy
10129,PASTISFresh/DATA_S2/S2_10129.npy,PASTISFresh/ANNOTATIONS/TARGET_10129.npy
10130,PASTISFresh/DATA_S2/S2_10130.npy,PASTISFresh/ANNOTATIONS/TARGET_10130.npy
10131,PASTISFresh/DATA_S2/S2_10131.npy,PASTISFresh/ANNOTATIONS/TARGET_10131.npy
10132,PASTISFresh/DATA_S2/S2_10132.npy,PASTISFresh/ANNOTATIONS/TARGET_10132.npy
10133,PASTISFresh/DATA_S2/S2_10133.npy,PASTISFresh/ANNOTATIONS/TARGET_10133.npy
10136,PASTISFresh/DATA_S2/S2_10136.npy,PASTISFresh/ANNOTATIONS/TARGET_10136.npy
10137,PASTISFresh/DATA_S2/S2_10137.npy,PASTISFresh/ANNOTATIONS/TARGET_10137.npy
10139,PASTISFresh/DATA_S2/S2_10139.npy,PASTISFresh/ANNOTATIONS/TARGET_10139.npy
10141,PASTISFresh/DATA_S2/S2_10141.npy,PASTISFresh/ANNOTATIONS/TARGET_10141.npy
10142,PASTISFresh/DATA_S2/S2_10142.npy,PASTISFresh/ANNOTATIONS/TARGET_10142.npy
10144,PASTISFresh/DATA_S2/S2_10144.npy,PASTISFresh/ANNOTATIONS/TARGET_10144.npy
10145,PASTISFresh/DATA_S2/S2_10145.npy,PASTISFresh/ANNOTATIONS/TARGET_10145.npy
10147,PASTISFresh/DATA_S2/S2_10147.npy,PASTISFresh/ANNOTATIONS/TARGET_10147.npy
10148,PASTISFresh/DATA_S2/S2_10148.npy,PASTISFresh/ANNOTATIONS/TARGET_10148.npy
10150,PASTISFresh/DATA_S2/S2_10150.npy,PASTISFresh/ANNOTATIONS/TARGET_10150.npy
10151,PASTISFresh/DATA_S2/S2_10151.npy,PASTISFresh/ANNOTATIONS/TARGET_10151.npy
10152,PASTISFresh/DATA_S2/S2_10152.npy,PASTISFresh/ANNOTATIONS/TARGET_10152.npy
10153,PASTISFresh/DATA_S2/S2_10153.npy,PASTISFresh/ANNOTATIONS/TARGET_10153.npy
10154,PASTISFresh/DATA_S2/S2_10154.npy,PASTISFresh/ANNOTATIONS/TARGET_10154.npy
10155,PASTISFresh/DATA_S2/S2_10155.npy,PASTISFresh/ANNOTATIONS/TARGET_10155.npy
10156,PASTISFresh/DATA_S2/S2_10156.npy,PASTISFresh/ANNOTATIONS/TARGET_10156.npy
10157,PASTISFresh/DATA_S2/S2_10157.npy,PASTISFresh/ANNOTATIONS/TARGET_10157.npy
10158,PASTISFresh/DATA_S2/S2_10158.npy,PASTISFresh/ANNOTATIONS/TARGET_10158.npy
10160,PASTISFresh/DATA_S2/S2_10160.npy,PASTISFresh/ANNOTATIONS/TARGET_10160.npy
10162,PASTISFresh/DATA_S2/S2_10162.npy,PASTISFresh/ANNOTATIONS/TARGET_10162.npy
10163,PASTISFresh/DATA_S2/S2_10163.npy,PASTISFresh/ANNOTATIONS/TARGET_10163.npy
10167,PASTISFresh/DATA_S2/S2_10167.npy,PASTISFresh/ANNOTATIONS/TARGET_10167.npy
10168,PASTISFresh/DATA_S2/S2_10168.npy,PASTISFresh/ANNOTATIONS/TARGET_10168.npy
10169,PASTISFresh/DATA_S2/S2_10169.npy,PASTISFresh/ANNOTATIONS/TARGET_10169.npy
10171,PASTISFresh/DATA_S2/S2_10171.npy,PASTISFresh/ANNOTATIONS/TARGET_10171.npy
10172,PASTISFresh/DATA_S2/S2_10172.npy,PASTISFresh/ANNOTATIONS/TARGET_10172.npy
10174,PASTISFresh/DATA_S2/S2_10174.npy,PASTISFresh/ANNOTATIONS/TARGET_10174.npy
10176,PASTISFresh/DATA_S2/S2_10176.npy,PASTISFresh/ANNOTATIONS/TARGET_10176.npy
10178,PASTISFresh/DATA_S2/S2_10178.npy,PASTISFresh/ANNOTATIONS/TARGET_10178.npy
10180,PASTISFresh/DATA_S2/S2_10180.npy,PASTISFresh/ANNOTATIONS/TARGET_10180.npy
10181,PASTISFresh/DATA_S2/S2_10181.npy,PASTISFresh/ANNOTATIONS/TARGET_10181.npy
10182,PASTISFresh/DATA_S2/S2_10182.npy,PASTISFresh/ANNOTATIONS/TARGET_10182.npy
10183,PASTISFresh/DATA_S2/S2_10183.npy,PASTISFresh/ANNOTATIONS/TARGET_10183.npy
10184,PASTISFresh/DATA_S2/S2_10184.npy,PASTISFresh/ANNOTATIONS/TARGET_10184.npy
10187,PASTISFresh/DATA_S2/S2_10187.npy,PASTISFresh/ANNOTATIONS/TARGET_10187.npy
10188,PASTISFresh/DATA_S2/S2_10188.npy,PASTISFresh/ANNOTATIONS/TARGET_10188.npy
10190,PASTISFresh/DATA_S2/S2_10190.npy,PASTISFresh/ANNOTATIONS/TARGET_10190.npy
10191,PASTISFresh/DATA_S2/S2_10191.npy,PASTISFresh/ANNOTATIONS/TARGET_10191.npy
10193,PASTISFresh/DATA_S2/S2_10193.npy,PASTISFresh/ANNOTATIONS/TARGET_10193.npy
10194,PASTISFresh/DATA_S2/S2_10194.npy,PASTISFresh/ANNOTATIONS/TARGET_10194.npy
10195,PASTISFresh/DATA_S2/S2_10195.npy,PASTISFresh/ANNOTATIONS/TARGET_10195.npy
10196,PASTISFresh/DATA_S2/S2_10196.npy,PASTISFresh/ANNOTATIONS/TARGET_10196.npy
10197,PASTISFresh/DATA_S2/S2_10197.npy,PASTISFresh/ANNOTATIONS/TARGET_10197.npy
10200,PASTISFresh/DATA_S2/S2_10200.npy,PASTISFresh/ANNOTATIONS/TARGET_10200.npy
10201,PASTISFresh/DATA_S2/S2_10201.npy,PASTISFresh/ANNOTATIONS/TARGET_10201.npy
10202,PASTISFresh/DATA_S2/S2_10202.npy,PASTISFresh/ANNOTATIONS/TARGET_10202.npy
10203,PASTISFresh/DATA_S2/S2_10203.npy,PASTISFresh/ANNOTATIONS/TARGET_10203.npy
10205,PASTISFresh/DATA_S2/S2_10205.npy,PASTISFresh/ANNOTATIONS/TARGET_10205.npy
10206,PASTISFresh/DATA_S2/S2_10206.npy,PASTISFresh/ANNOTATIONS/TARGET_10206.npy
10207,PASTISFresh/DATA_S2/S2_10207.npy,PASTISFresh/ANNOTATIONS/TARGET_10207.npy
10209,PASTISFresh/DATA_S2/S2_10209.npy,PASTISFresh/ANNOTATIONS/TARGET_10209.npy
10210,PASTISFresh/DATA_S2/S2_10210.npy,PASTISFresh/ANNOTATIONS/TARGET_10210.npy
10211,PASTISFresh/DATA_S2/S2_10211.npy,PASTISFresh/ANNOTATIONS/TARGET_10211.npy
10212,PASTISFresh/DATA_S2/S2_10212.npy,PASTISFresh/ANNOTATIONS/TARGET_10212.npy
10213,PASTISFresh/DATA_S2/S2_10213.npy,PASTISFresh/ANNOTATIONS/TARGET_10213.npy
10215,PASTISFresh/DATA_S2/S2_10215.npy,PASTISFresh/ANNOTATIONS/TARGET_10215.npy
10216,PASTISFresh/DATA_S2/S2_10216.npy,PASTISFresh/ANNOTATIONS/TARGET_10216.npy
10218,PASTISFresh/DATA_S2/S2_10218.npy,PASTISFresh/ANNOTATIONS/TARGET_10218.npy
10220,PASTISFresh/DATA_S2/S2_10220.npy,PASTISFresh/ANNOTATIONS/TARGET_10220.npy
10221,PASTISFresh/DATA_S2/S2_10221.npy,PASTISFresh/ANNOTATIONS/TARGET_10221.npy
10222,PASTISFresh/DATA_S2/S2_10222.npy,PASTISFresh/ANNOTATIONS/TARGET_10222.npy
10224,PASTISFresh/DATA_S2/S2_10224.npy,PASTISFresh/ANNOTATIONS/TARGET_10224.npy
10225,PASTISFresh/DATA_S2/S2_10225.npy,PASTISFresh/ANNOTATIONS/TARGET_10225.npy
10227,PASTISFresh/DATA_S2/S2_10227.npy,PASTISFresh/ANNOTATIONS/TARGET_10227.npy
10229,PASTISFresh/DATA_S2/S2_10229.npy,PASTISFresh/ANNOTATIONS/TARGET_10229.npy
10230,PASTISFresh/DATA_S2/S2_10230.npy,PASTISFresh/ANNOTATIONS/TARGET_10230.npy
10232,PASTISFresh/DATA_S2/S2_10232.npy,PASTISFresh/ANNOTATIONS/TARGET_10232.npy
10233,PASTISFresh/DATA_S2/S2_10233.npy,PASTISFresh/ANNOTATIONS/TARGET_10233.npy
10237,PASTISFresh/DATA_S2/S2_10237.npy,PASTISFresh/ANNOTATIONS/TARGET_10237.npy
10238,PASTISFresh/DATA_S2/S2_10238.npy,PASTISFresh/ANNOTATIONS/TARGET_10238.npy
10239,PASTISFresh/DATA_S2/S2_10239.npy,PASTISFresh/ANNOTATIONS/TARGET_10239.npy
10240,PASTISFresh/DATA_S2/S2_10240.npy,PASTISFresh/ANNOTATIONS/TARGET_10240.npy
10242,PASTISFresh/DATA_S2/S2_10242.npy,PASTISFresh/ANNOTATIONS/TARGET_10242.npy
10243,PASTISFresh/DATA_S2/S2_10243.npy,PASTISFresh/ANNOTATIONS/TARGET_10243.npy
10246,PASTISFresh/DATA_S2/S2_10246.npy,PASTISFresh/ANNOTATIONS/TARGET_10246.npy
10247,PASTISFresh/DATA_S2/S2_10247.npy,PASTISFresh/ANNOTATIONS/TARGET_10247.npy
10249,PASTISFresh/DATA_S2/S2_10249.npy,PASTISFresh/ANNOTATIONS/TARGET_10249.npy
10250,PASTISFresh/DATA_S2/S2_10250.npy,PASTISFresh/ANNOTATIONS/TARGET_10250.npy
10251,PASTISFresh/DATA_S2/S2_10251.npy,PASTISFresh/ANNOTATIONS/TARGET_10251.npy
10252,PASTISFresh/DATA_S2/S2_10252.npy,PASTISFresh/ANNOTATIONS/TARGET_10252.npy
10255,PASTISFresh/DATA_S2/S2_10255.npy,PASTISFresh/ANNOTATIONS/TARGET_10255.npy
10258,PASTISFresh/DATA_S2/S2_10258.npy,PASTISFresh/ANNOTATIONS/TARGET_10258.npy
10259,PASTISFresh/DATA_S2/S2_10259.npy,PASTISFresh/ANNOTATIONS/TARGET_10259.npy
10260,PASTISFresh/DATA_S2/S2_10260.npy,PASTISFresh/ANNOTATIONS/TARGET_10260.npy
10262,PASTISFresh/DATA_S2/S2_10262.npy,PASTISFresh/ANNOTATIONS/TARGET_10262.npy
10266,PASTISFresh/DATA_S2/S2_10266.npy,PASTISFresh/ANNOTATIONS/TARGET_10266.npy
10267,PASTISFresh/DATA_S2/S2_10267.npy,PASTISFresh/ANNOTATIONS/TARGET_10267.npy
10268,PASTISFresh/DATA_S2/S2_10268.npy,PASTISFresh/ANNOTATIONS/TARGET_10268.npy
10269,PASTISFresh/DATA_S2/S2_10269.npy,PASTISFresh/ANNOTATIONS/TARGET_10269.npy
10270,PASTISFresh/DATA_S2/S2_10270.npy,PASTISFresh/ANNOTATIONS/TARGET_10270.npy
10275,PASTISFresh/DATA_S2/S2_10275.npy,PASTISFresh/ANNOTATIONS/TARGET_10275.npy
10277,PASTISFresh/DATA_S2/S2_10277.npy,PASTISFresh/ANNOTATIONS/TARGET_10277.npy
10279,PASTISFresh/DATA_S2/S2_10279.npy,PASTISFresh/ANNOTATIONS/TARGET_10279.npy
10280,PASTISFresh/DATA_S2/S2_10280.npy,PASTISFresh/ANNOTATIONS/TARGET_10280.npy
10281,PASTISFresh/DATA_S2/S2_10281.npy,PASTISFresh/ANNOTATIONS/TARGET_10281.npy
10282,PASTISFresh/DATA_S2/S2_10282.npy,PASTISFresh/ANNOTATIONS/TARGET_10282.npy
10283,PASTISFresh/DATA_S2/S2_10283.npy,PASTISFresh/ANNOTATIONS/TARGET_10283.npy
10284,PASTISFresh/DATA_S2/S2_10284.npy,PASTISFresh/ANNOTATIONS/TARGET_10284.npy
10285,PASTISFresh/DATA_S2/S2_10285.npy,PASTISFresh/ANNOTATIONS/TARGET_10285.npy
10289,PASTISFresh/DATA_S2/S2_10289.npy,PASTISFresh/ANNOTATIONS/TARGET_10289.npy
10291,PASTISFresh/DATA_S2/S2_10291.npy,PASTISFresh/ANNOTATIONS/TARGET_10291.npy
10292,PASTISFresh/DATA_S2/S2_10292.npy,PASTISFresh/ANNOTATIONS/TARGET_10292.npy
10294,PASTISFresh/DATA_S2/S2_10294.npy,PASTISFresh/ANNOTATIONS/TARGET_10294.npy
10295,PASTISFresh/DATA_S2/S2_10295.npy,PASTISFresh/ANNOTATIONS/TARGET_10295.npy
10297,PASTISFresh/DATA_S2/S2_10297.npy,PASTISFresh/ANNOTATIONS/TARGET_10297.npy
10298,PASTISFresh/DATA_S2/S2_10298.npy,PASTISFresh/ANNOTATIONS/TARGET_10298.npy
10300,PASTISFresh/DATA_S2/S2_10300.npy,PASTISFresh/ANNOTATIONS/TARGET_10300.npy
10304,PASTISFresh/DATA_S2/S2_10304.npy,PASTISFresh/ANNOTATIONS/TARGET_10304.npy
10305,PASTISFresh/DATA_S2/S2_10305.npy,PASTISFresh/ANNOTATIONS/TARGET_10305.npy
10306,PASTISFresh/DATA_S2/S2_10306.npy,PASTISFresh/ANNOTATIONS/TARGET_10306.npy
10307,PASTISFresh/DATA_S2/S2_10307.npy,PASTISFresh/ANNOTATIONS/TARGET_10307.npy
10308,PASTISFresh/DATA_S2/S2_10308.npy,PASTISFresh/ANNOTATIONS/TARGET_10308.npy
10309,PASTISFresh/DATA_S2/S2_10309.npy,PASTISFresh/ANNOTATIONS/TARGET_10309.npy
10310,PASTISFresh/DATA_S2/S2_10310.npy,PASTISFresh/ANNOTATIONS/TARGET_10310.npy
10311,PASTISFresh/DATA_S2/S2_10311.npy,PASTISFresh/ANNOTATIONS/TARGET_10311.npy
10313,PASTISFresh/DATA_S2/S2_10313.npy,PASTISFresh/ANNOTATIONS/TARGET_10313.npy
10314,PASTISFresh/DATA_S2/S2_10314.npy,PASTISFresh/ANNOTATIONS/TARGET_10314.npy
10319,PASTISFresh/DATA_S2/S2_10319.npy,PASTISFresh/ANNOTATIONS/TARGET_10319.npy
10320,PASTISFresh/DATA_S2/S2_10320.npy,PASTISFresh/ANNOTATIONS/TARGET_10320.npy
10321,PASTISFresh/DATA_S2/S2_10321.npy,PASTISFresh/ANNOTATIONS/TARGET_10321.npy
10322,PASTISFresh/DATA_S2/S2_10322.npy,PASTISFresh/ANNOTATIONS/TARGET_10322.npy
10323,PASTISFresh/DATA_S2/S2_10323.npy,PASTISFresh/ANNOTATIONS/TARGET_10323.npy
10324,PASTISFresh/DATA_S2/S2_10324.npy,PASTISFresh/ANNOTATIONS/TARGET_10324.npy
10325,PASTISFresh/DATA_S2/S2_10325.npy,PASTISFresh/ANNOTATIONS/TARGET_10325.npy
10326,PASTISFresh/DATA_S2/S2_10326.npy,PASTISFresh/ANNOTATIONS/TARGET_10326.npy
10327,PASTISFresh/DATA_S2/S2_10327.npy,PASTISFresh/ANNOTATIONS/TARGET_10327.npy
10329,PASTISFresh/DATA_S2/S2_10329.npy,PASTISFresh/ANNOTATIONS/TARGET_10329.npy
10331,PASTISFresh/DATA_S2/S2_10331.npy,PASTISFresh/ANNOTATIONS/TARGET_10331.npy
10332,PASTISFresh/DATA_S2/S2_10332.npy,PASTISFresh/ANNOTATIONS/TARGET_10332.npy
10333,PASTISFresh/DATA_S2/S2_10333.npy,PASTISFresh/ANNOTATIONS/TARGET_10333.npy
10334,PASTISFresh/DATA_S2/S2_10334.npy,PASTISFresh/ANNOTATIONS/TARGET_10334.npy
10336,PASTISFresh/DATA_S2/S2_10336.npy,PASTISFresh/ANNOTATIONS/TARGET_10336.npy
10337,PASTISFresh/DATA_S2/S2_10337.npy,PASTISFresh/ANNOTATIONS/TARGET_10337.npy
10340,PASTISFresh/DATA_S2/S2_10340.npy,PASTISFresh/ANNOTATIONS/TARGET_10340.npy
10341,PASTISFresh/DATA_S2/S2_10341.npy,PASTISFresh/ANNOTATIONS/TARGET_10341.npy
10345,PASTISFresh/DATA_S2/S2_10345.npy,PASTISFresh/ANNOTATIONS/TARGET_10345.npy
10346,PASTISFresh/DATA_S2/S2_10346.npy,PASTISFresh/ANNOTATIONS/TARGET_10346.npy
10347,PASTISFresh/DATA_S2/S2_10347.npy,PASTISFresh/ANNOTATIONS/TARGET_10347.npy
10348,PASTISFresh/DATA_S2/S2_10348.npy,PASTISFresh/ANNOTATIONS/TARGET_10348.npy
10353,PASTISFresh/DATA_S2/S2_10353.npy,PASTISFresh/ANNOTATIONS/TARGET_10353.npy
10354,PASTISFresh/DATA_S2/S2_10354.npy,PASTISFresh/ANNOTATIONS/TARGET_10354.npy
10355,PASTISFresh/DATA_S2/S2_10355.npy,PASTISFresh/ANNOTATIONS/TARGET_10355.npy
10359,PASTISFresh/DATA_S2/S2_10359.npy,PASTISFresh/ANNOTATIONS/TARGET_10359.npy
10360,PASTISFresh/DATA_S2/S2_10360.npy,PASTISFresh/ANNOTATIONS/TARGET_10360.npy
10361,PASTISFresh/DATA_S2/S2_10361.npy,PASTISFresh/ANNOTATIONS/TARGET_10361.npy
10362,PASTISFresh/DATA_S2/S2_10362.npy,PASTISFresh/ANNOTATIONS/TARGET_10362.npy
10363,PASTISFresh/DATA_S2/S2_10363.npy,PASTISFresh/ANNOTATIONS/TARGET_10363.npy
10366,PASTISFresh/DATA_S2/S2_10366.npy,PASTISFresh/ANNOTATIONS/TARGET_10366.npy
10367,PASTISFresh/DATA_S2/S2_10367.npy,PASTISFresh/ANNOTATIONS/TARGET_10367.npy
10370,PASTISFresh/DATA_S2/S2_10370.npy,PASTISFresh/ANNOTATIONS/TARGET_10370.npy
10372,PASTISFresh/DATA_S2/S2_10372.npy,PASTISFresh/ANNOTATIONS/TARGET_10372.npy
10373,PASTISFresh/DATA_S2/S2_10373.npy,PASTISFresh/ANNOTATIONS/TARGET_10373.npy
10374,PASTISFresh/DATA_S2/S2_10374.npy,PASTISFresh/ANNOTATIONS/TARGET_10374.npy
10375,PASTISFresh/DATA_S2/S2_10375.npy,PASTISFresh/ANNOTATIONS/TARGET_10375.npy
10376,PASTISFresh/DATA_S2/S2_10376.npy,PASTISFresh/ANNOTATIONS/TARGET_10376.npy
10377,PASTISFresh/DATA_S2/S2_10377.npy,PASTISFresh/ANNOTATIONS/TARGET_10377.npy
10378,PASTISFresh/DATA_S2/S2_10378.npy,PASTISFresh/ANNOTATIONS/TARGET_10378.npy
10381,PASTISFresh/DATA_S2/S2_10381.npy,PASTISFresh/ANNOTATIONS/TARGET_10381.npy
10382,PASTISFresh/DATA_S2/S2_10382.npy,PASTISFresh/ANNOTATIONS/TARGET_10382.npy
10383,PASTISFresh/DATA_S2/S2_10383.npy,PASTISFresh/ANNOTATIONS/TARGET_10383.npy
10384,PASTISFresh/DATA_S2/S2_10384.npy,PASTISFresh/ANNOTATIONS/TARGET_10384.npy
10389,PASTISFresh/DATA_S2/S2_10389.npy,PASTISFresh/ANNOTATIONS/TARGET_10389.npy
10390,PASTISFresh/DATA_S2/S2_10390.npy,PASTISFresh/ANNOTATIONS/TARGET_10390.npy
10392,PASTISFresh/DATA_S2/S2_10392.npy,PASTISFresh/ANNOTATIONS/TARGET_10392.npy
10393,PASTISFresh/DATA_S2/S2_10393.npy,PASTISFresh/ANNOTATIONS/TARGET_10393.npy
10394,PASTISFresh/DATA_S2/S2_10394.npy,PASTISFresh/ANNOTATIONS/TARGET_10394.npy
10395,PASTISFresh/DATA_S2/S2_10395.npy,PASTISFresh/ANNOTATIONS/TARGET_10395.npy
10398,PASTISFresh/DATA_S2/S2_10398.npy,PASTISFresh/ANNOTATIONS/TARGET_10398.npy
10399,PASTISFresh/DATA_S2/S2_10399.npy,PASTISFresh/ANNOTATIONS/TARGET_10399.npy
10401,PASTISFresh/DATA_S2/S2_10401.npy,PASTISFresh/ANNOTATIONS/TARGET_10401.npy
10402,PASTISFresh/DATA_S2/S2_10402.npy,PASTISFresh/ANNOTATIONS/TARGET_10402.npy
