fieldID,imagepath,labelpath,parentID
10001_13,PASTISFresh\DATA_S2\S2_10001_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_13.npy,10001
10001_14,PASTISFresh\DATA_S2\S2_10001_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_14.npy,10001
10001_15,PASTISFresh\DATA_S2\S2_10001_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_15.npy,10001
10001_16,PASTISFresh\DATA_S2\S2_10001_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_16.npy,10001
10001_17,PASTISFresh\DATA_S2\S2_10001_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_17.npy,10001
10001_18,PASTISFresh\DATA_S2\S2_10001_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_18.npy,10001
10001_19,PASTISFresh\DATA_S2\S2_10001_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_19.npy,10001
10001_20,PASTISFresh\DATA_S2\S2_10001_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_20.npy,10001
10001_21,PASTISFresh\DATA_S2\S2_10001_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_21.npy,10001
10001_22,PASTISFresh\DATA_S2\S2_10001_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_22.npy,10001
10001_23,PASTISFresh\DATA_S2\S2_10001_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_23.npy,10001
10001_24,PASTISFresh\DATA_S2\S2_10001_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_24.npy,10001
10003_0,PASTISFresh\DATA_S2\S2_10003_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_0.npy,10003
10003_1,PASTISFresh\DATA_S2\S2_10003_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_1.npy,10003
10003_2,PASTISFresh\DATA_S2\S2_10003_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_2.npy,10003
10003_3,PASTISFresh\DATA_S2\S2_10003_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_3.npy,10003
10003_4,PASTISFresh\DATA_S2\S2_10003_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_4.npy,10003
10003_5,PASTISFresh\DATA_S2\S2_10003_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_5.npy,10003
10003_6,PASTISFresh\DATA_S2\S2_10003_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_6.npy,10003
10003_7,PASTISFresh\DATA_S2\S2_10003_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_7.npy,10003
10003_8,PASTISFresh\DATA_S2\S2_10003_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_8.npy,10003
10003_9,PASTISFresh\DATA_S2\S2_10003_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_9.npy,10003
10003_10,PASTISFresh\DATA_S2\S2_10003_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_10.npy,10003
10003_11,PASTISFresh\DATA_S2\S2_10003_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_11.npy,10003
10003_12,PASTISFresh\DATA_S2\S2_10003_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_12.npy,10003
10003_13,PASTISFresh\DATA_S2\S2_10003_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_13.npy,10003
10003_14,PASTISFresh\DATA_S2\S2_10003_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_14.npy,10003
10003_15,PASTISFresh\DATA_S2\S2_10003_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_15.npy,10003
10003_16,PASTISFresh\DATA_S2\S2_10003_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_16.npy,10003
10003_17,PASTISFresh\DATA_S2\S2_10003_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_17.npy,10003
10003_18,PASTISFresh\DATA_S2\S2_10003_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_18.npy,10003
10003_19,PASTISFresh\DATA_S2\S2_10003_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_19.npy,10003
10003_20,PASTISFresh\DATA_S2\S2_10003_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_20.npy,10003
10003_21,PASTISFresh\DATA_S2\S2_10003_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_21.npy,10003
10003_22,PASTISFresh\DATA_S2\S2_10003_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_22.npy,10003
10003_23,PASTISFresh\DATA_S2\S2_10003_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_23.npy,10003
10003_24,PASTISFresh\DATA_S2\S2_10003_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_24.npy,10003
10007_0,PASTISFresh\DATA_S2\S2_10007_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_0.npy,10007
10007_1,PASTISFresh\DATA_S2\S2_10007_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_1.npy,10007
10007_2,PASTISFresh\DATA_S2\S2_10007_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_2.npy,10007
10007_3,PASTISFresh\DATA_S2\S2_10007_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_3.npy,10007
10007_4,PASTISFresh\DATA_S2\S2_10007_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_4.npy,10007
10007_5,PASTISFresh\DATA_S2\S2_10007_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_5.npy,10007
10007_6,PASTISFresh\DATA_S2\S2_10007_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_6.npy,10007
10007_7,PASTISFresh\DATA_S2\S2_10007_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_7.npy,10007
10007_8,PASTISFresh\DATA_S2\S2_10007_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_8.npy,10007
10007_9,PASTISFresh\DATA_S2\S2_10007_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_9.npy,10007
10007_10,PASTISFresh\DATA_S2\S2_10007_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_10.npy,10007
10007_11,PASTISFresh\DATA_S2\S2_10007_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_11.npy,10007
10007_12,PASTISFresh\DATA_S2\S2_10007_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_12.npy,10007
10007_13,PASTISFresh\DATA_S2\S2_10007_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_13.npy,10007
10007_14,PASTISFresh\DATA_S2\S2_10007_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_14.npy,10007
10007_15,PASTISFresh\DATA_S2\S2_10007_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_15.npy,10007
10007_16,PASTISFresh\DATA_S2\S2_10007_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_16.npy,10007
10007_17,PASTISFresh\DATA_S2\S2_10007_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_17.npy,10007
10007_18,PASTISFresh\DATA_S2\S2_10007_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_18.npy,10007
10007_19,PASTISFresh\DATA_S2\S2_10007_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_19.npy,10007
10007_20,PASTISFresh\DATA_S2\S2_10007_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_20.npy,10007
10007_21,PASTISFresh\DATA_S2\S2_10007_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_21.npy,10007
10007_22,PASTISFresh\DATA_S2\S2_10007_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_22.npy,10007
10007_23,PASTISFresh\DATA_S2\S2_10007_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_23.npy,10007
10007_24,PASTISFresh\DATA_S2\S2_10007_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_24.npy,10007
10010_0,PASTISFresh\DATA_S2\S2_10010_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_0.npy,10010
10010_1,PASTISFresh\DATA_S2\S2_10010_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_1.npy,10010
10010_2,PASTISFresh\DATA_S2\S2_10010_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_2.npy,10010
10010_3,PASTISFresh\DATA_S2\S2_10010_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_3.npy,10010
10010_4,PASTISFresh\DATA_S2\S2_10010_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_4.npy,10010
10010_5,PASTISFresh\DATA_S2\S2_10010_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_5.npy,10010
10010_6,PASTISFresh\DATA_S2\S2_10010_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_6.npy,10010
10010_7,PASTISFresh\DATA_S2\S2_10010_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_7.npy,10010
10010_8,PASTISFresh\DATA_S2\S2_10010_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_8.npy,10010
10010_9,PASTISFresh\DATA_S2\S2_10010_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_9.npy,10010
10010_10,PASTISFresh\DATA_S2\S2_10010_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_10.npy,10010
10010_11,PASTISFresh\DATA_S2\S2_10010_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_11.npy,10010
10010_12,PASTISFresh\DATA_S2\S2_10010_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_12.npy,10010
10010_13,PASTISFresh\DATA_S2\S2_10010_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_13.npy,10010
10010_14,PASTISFresh\DATA_S2\S2_10010_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_14.npy,10010
10010_15,PASTISFresh\DATA_S2\S2_10010_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_15.npy,10010
10010_16,PASTISFresh\DATA_S2\S2_10010_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_16.npy,10010
10010_17,PASTISFresh\DATA_S2\S2_10010_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_17.npy,10010
10010_18,PASTISFresh\DATA_S2\S2_10010_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_18.npy,10010
10010_19,PASTISFresh\DATA_S2\S2_10010_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_19.npy,10010
10010_20,PASTISFresh\DATA_S2\S2_10010_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_20.npy,10010
10010_21,PASTISFresh\DATA_S2\S2_10010_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_21.npy,10010
10010_22,PASTISFresh\DATA_S2\S2_10010_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_22.npy,10010
10010_23,PASTISFresh\DATA_S2\S2_10010_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_23.npy,10010
10010_24,PASTISFresh\DATA_S2\S2_10010_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_24.npy,10010
10012_0,PASTISFresh\DATA_S2\S2_10012_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_0.npy,10012
10012_1,PASTISFresh\DATA_S2\S2_10012_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_1.npy,10012
10012_2,PASTISFresh\DATA_S2\S2_10012_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_2.npy,10012
10012_3,PASTISFresh\DATA_S2\S2_10012_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_3.npy,10012
10012_4,PASTISFresh\DATA_S2\S2_10012_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_4.npy,10012
10012_5,PASTISFresh\DATA_S2\S2_10012_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_5.npy,10012
10012_6,PASTISFresh\DATA_S2\S2_10012_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_6.npy,10012
10012_7,PASTISFresh\DATA_S2\S2_10012_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_7.npy,10012
10012_8,PASTISFresh\DATA_S2\S2_10012_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_8.npy,10012
10012_9,PASTISFresh\DATA_S2\S2_10012_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_9.npy,10012
10012_10,PASTISFresh\DATA_S2\S2_10012_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_10.npy,10012
10012_11,PASTISFresh\DATA_S2\S2_10012_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_11.npy,10012
10012_12,PASTISFresh\DATA_S2\S2_10012_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_12.npy,10012
10012_13,PASTISFresh\DATA_S2\S2_10012_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_13.npy,10012
10012_14,PASTISFresh\DATA_S2\S2_10012_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_14.npy,10012
10012_15,PASTISFresh\DATA_S2\S2_10012_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_15.npy,10012
10012_16,PASTISFresh\DATA_S2\S2_10012_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_16.npy,10012
10012_17,PASTISFresh\DATA_S2\S2_10012_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_17.npy,10012
10012_18,PASTISFresh\DATA_S2\S2_10012_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_18.npy,10012
10012_19,PASTISFresh\DATA_S2\S2_10012_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_19.npy,10012
10012_20,PASTISFresh\DATA_S2\S2_10012_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_20.npy,10012
10012_21,PASTISFresh\DATA_S2\S2_10012_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_21.npy,10012
10012_22,PASTISFresh\DATA_S2\S2_10012_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_22.npy,10012
10012_23,PASTISFresh\DATA_S2\S2_10012_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_23.npy,10012
10012_24,PASTISFresh\DATA_S2\S2_10012_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_24.npy,10012
10015_0,PASTISFresh\DATA_S2\S2_10015_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_0.npy,10015
10015_1,PASTISFresh\DATA_S2\S2_10015_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_1.npy,10015
10015_2,PASTISFresh\DATA_S2\S2_10015_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_2.npy,10015
10015_3,PASTISFresh\DATA_S2\S2_10015_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_3.npy,10015
10015_4,PASTISFresh\DATA_S2\S2_10015_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_4.npy,10015
10015_5,PASTISFresh\DATA_S2\S2_10015_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_5.npy,10015
10015_6,PASTISFresh\DATA_S2\S2_10015_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_6.npy,10015
10015_7,PASTISFresh\DATA_S2\S2_10015_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_7.npy,10015
10015_8,PASTISFresh\DATA_S2\S2_10015_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_8.npy,10015
10015_9,PASTISFresh\DATA_S2\S2_10015_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_9.npy,10015
10015_10,PASTISFresh\DATA_S2\S2_10015_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_10.npy,10015
10015_11,PASTISFresh\DATA_S2\S2_10015_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_11.npy,10015
10015_12,PASTISFresh\DATA_S2\S2_10015_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_12.npy,10015
10015_13,PASTISFresh\DATA_S2\S2_10015_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_13.npy,10015
10015_14,PASTISFresh\DATA_S2\S2_10015_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_14.npy,10015
10015_15,PASTISFresh\DATA_S2\S2_10015_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_15.npy,10015
10015_16,PASTISFresh\DATA_S2\S2_10015_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_16.npy,10015
10015_17,PASTISFresh\DATA_S2\S2_10015_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_17.npy,10015
10015_18,PASTISFresh\DATA_S2\S2_10015_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_18.npy,10015
10015_19,PASTISFresh\DATA_S2\S2_10015_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_19.npy,10015
10015_20,PASTISFresh\DATA_S2\S2_10015_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_20.npy,10015
10015_21,PASTISFresh\DATA_S2\S2_10015_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_21.npy,10015
10015_22,PASTISFresh\DATA_S2\S2_10015_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_22.npy,10015
10015_23,PASTISFresh\DATA_S2\S2_10015_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_23.npy,10015
10015_24,PASTISFresh\DATA_S2\S2_10015_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10015_24.npy,10015
10017_0,PASTISFresh\DATA_S2\S2_10017_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_0.npy,10017
10017_1,PASTISFresh\DATA_S2\S2_10017_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_1.npy,10017
10017_2,PASTISFresh\DATA_S2\S2_10017_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_2.npy,10017
10017_3,PASTISFresh\DATA_S2\S2_10017_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_3.npy,10017
10017_4,PASTISFresh\DATA_S2\S2_10017_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_4.npy,10017
10017_5,PASTISFresh\DATA_S2\S2_10017_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_5.npy,10017
10017_6,PASTISFresh\DATA_S2\S2_10017_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_6.npy,10017
10017_7,PASTISFresh\DATA_S2\S2_10017_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_7.npy,10017
10017_8,PASTISFresh\DATA_S2\S2_10017_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_8.npy,10017
10017_9,PASTISFresh\DATA_S2\S2_10017_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_9.npy,10017
10017_10,PASTISFresh\DATA_S2\S2_10017_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_10.npy,10017
10017_11,PASTISFresh\DATA_S2\S2_10017_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_11.npy,10017
10017_12,PASTISFresh\DATA_S2\S2_10017_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_12.npy,10017
10017_13,PASTISFresh\DATA_S2\S2_10017_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_13.npy,10017
10017_14,PASTISFresh\DATA_S2\S2_10017_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_14.npy,10017
10017_15,PASTISFresh\DATA_S2\S2_10017_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_15.npy,10017
10017_16,PASTISFresh\DATA_S2\S2_10017_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_16.npy,10017
10017_17,PASTISFresh\DATA_S2\S2_10017_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_17.npy,10017
10017_18,PASTISFresh\DATA_S2\S2_10017_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_18.npy,10017
10017_19,PASTISFresh\DATA_S2\S2_10017_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_19.npy,10017
10017_20,PASTISFresh\DATA_S2\S2_10017_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_20.npy,10017
10017_21,PASTISFresh\DATA_S2\S2_10017_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_21.npy,10017
10017_22,PASTISFresh\DATA_S2\S2_10017_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_22.npy,10017
10017_23,PASTISFresh\DATA_S2\S2_10017_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_23.npy,10017
10017_24,PASTISFresh\DATA_S2\S2_10017_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10017_24.npy,10017
10018_0,PASTISFresh\DATA_S2\S2_10018_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_0.npy,10018
10018_1,PASTISFresh\DATA_S2\S2_10018_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_1.npy,10018
10018_2,PASTISFresh\DATA_S2\S2_10018_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_2.npy,10018
10018_3,PASTISFresh\DATA_S2\S2_10018_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_3.npy,10018
10018_4,PASTISFresh\DATA_S2\S2_10018_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_4.npy,10018
10018_5,PASTISFresh\DATA_S2\S2_10018_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_5.npy,10018
10018_6,PASTISFresh\DATA_S2\S2_10018_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_6.npy,10018
10018_7,PASTISFresh\DATA_S2\S2_10018_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_7.npy,10018
10018_8,PASTISFresh\DATA_S2\S2_10018_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_8.npy,10018
10018_9,PASTISFresh\DATA_S2\S2_10018_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_9.npy,10018
10018_10,PASTISFresh\DATA_S2\S2_10018_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_10.npy,10018
10018_11,PASTISFresh\DATA_S2\S2_10018_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_11.npy,10018
10018_12,PASTISFresh\DATA_S2\S2_10018_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_12.npy,10018
10018_13,PASTISFresh\DATA_S2\S2_10018_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10018_13.npy,10018
