fieldID,imagepath,labelpath,parentID
10002_13,PASTISFresh\DATA_S2\S2_10002_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_13.npy,10002
10002_14,PASTISFresh\DATA_S2\S2_10002_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_14.npy,10002
10002_15,PASTISFresh\DATA_S2\S2_10002_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_15.npy,10002
10002_16,PASTISFresh\DATA_S2\S2_10002_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_16.npy,10002
10002_17,PASTISFresh\DATA_S2\S2_10002_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_17.npy,10002
10002_18,PASTISFresh\DATA_S2\S2_10002_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_18.npy,10002
10002_19,PASTISFresh\DATA_S2\S2_10002_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_19.npy,10002
10002_20,PASTISFresh\DATA_S2\S2_10002_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_20.npy,10002
10002_21,PASTISFresh\DATA_S2\S2_10002_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_21.npy,10002
10002_22,PASTISFresh\DATA_S2\S2_10002_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_22.npy,10002
10002_23,PASTISFresh\DATA_S2\S2_10002_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_23.npy,10002
10002_24,PASTISFresh\DATA_S2\S2_10002_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_24.npy,10002
10003_0,PASTISFresh\DATA_S2\S2_10003_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_0.npy,10003
10003_1,PASTISFresh\DATA_S2\S2_10003_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_1.npy,10003
10003_2,PASTISFresh\DATA_S2\S2_10003_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_2.npy,10003
10003_3,PASTISFresh\DATA_S2\S2_10003_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_3.npy,10003
10003_4,PASTISFresh\DATA_S2\S2_10003_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_4.npy,10003
10003_5,PASTISFresh\DATA_S2\S2_10003_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_5.npy,10003
10003_6,PASTISFresh\DATA_S2\S2_10003_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_6.npy,10003
10003_7,PASTISFresh\DATA_S2\S2_10003_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_7.npy,10003
10003_8,PASTISFresh\DATA_S2\S2_10003_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_8.npy,10003
10003_9,PASTISFresh\DATA_S2\S2_10003_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_9.npy,10003
10003_10,PASTISFresh\DATA_S2\S2_10003_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_10.npy,10003
10003_11,PASTISFresh\DATA_S2\S2_10003_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_11.npy,10003
10003_12,PASTISFresh\DATA_S2\S2_10003_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_12.npy,10003
10003_13,PASTISFresh\DATA_S2\S2_10003_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_13.npy,10003
10003_14,PASTISFresh\DATA_S2\S2_10003_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_14.npy,10003
10003_15,PASTISFresh\DATA_S2\S2_10003_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_15.npy,10003
10003_16,PASTISFresh\DATA_S2\S2_10003_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_16.npy,10003
10003_17,PASTISFresh\DATA_S2\S2_10003_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_17.npy,10003
10003_18,PASTISFresh\DATA_S2\S2_10003_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_18.npy,10003
10003_19,PASTISFresh\DATA_S2\S2_10003_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_19.npy,10003
10003_20,PASTISFresh\DATA_S2\S2_10003_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_20.npy,10003
10003_21,PASTISFresh\DATA_S2\S2_10003_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_21.npy,10003
10003_22,PASTISFresh\DATA_S2\S2_10003_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_22.npy,10003
10003_23,PASTISFresh\DATA_S2\S2_10003_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_23.npy,10003
10003_24,PASTISFresh\DATA_S2\S2_10003_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10003_24.npy,10003
10004_0,PASTISFresh\DATA_S2\S2_10004_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_0.npy,10004
10004_1,PASTISFresh\DATA_S2\S2_10004_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_1.npy,10004
10004_2,PASTISFresh\DATA_S2\S2_10004_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_2.npy,10004
10004_3,PASTISFresh\DATA_S2\S2_10004_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_3.npy,10004
10004_4,PASTISFresh\DATA_S2\S2_10004_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_4.npy,10004
10004_5,PASTISFresh\DATA_S2\S2_10004_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_5.npy,10004
10004_6,PASTISFresh\DATA_S2\S2_10004_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_6.npy,10004
10004_7,PASTISFresh\DATA_S2\S2_10004_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_7.npy,10004
10004_8,PASTISFresh\DATA_S2\S2_10004_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_8.npy,10004
10004_9,PASTISFresh\DATA_S2\S2_10004_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_9.npy,10004
10004_10,PASTISFresh\DATA_S2\S2_10004_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_10.npy,10004
10004_11,PASTISFresh\DATA_S2\S2_10004_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_11.npy,10004
10004_12,PASTISFresh\DATA_S2\S2_10004_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_12.npy,10004
10004_13,PASTISFresh\DATA_S2\S2_10004_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_13.npy,10004
10004_14,PASTISFresh\DATA_S2\S2_10004_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_14.npy,10004
10004_15,PASTISFresh\DATA_S2\S2_10004_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_15.npy,10004
10004_16,PASTISFresh\DATA_S2\S2_10004_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_16.npy,10004
10004_17,PASTISFresh\DATA_S2\S2_10004_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_17.npy,10004
10004_18,PASTISFresh\DATA_S2\S2_10004_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_18.npy,10004
10004_19,PASTISFresh\DATA_S2\S2_10004_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_19.npy,10004
10004_20,PASTISFresh\DATA_S2\S2_10004_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_20.npy,10004
10004_21,PASTISFresh\DATA_S2\S2_10004_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_21.npy,10004
10004_22,PASTISFresh\DATA_S2\S2_10004_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_22.npy,10004
10004_23,PASTISFresh\DATA_S2\S2_10004_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_23.npy,10004
10004_24,PASTISFresh\DATA_S2\S2_10004_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_24.npy,10004
10007_0,PASTISFresh\DATA_S2\S2_10007_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_0.npy,10007
10007_1,PASTISFresh\DATA_S2\S2_10007_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_1.npy,10007
10007_2,PASTISFresh\DATA_S2\S2_10007_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_2.npy,10007
10007_3,PASTISFresh\DATA_S2\S2_10007_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_3.npy,10007
10007_4,PASTISFresh\DATA_S2\S2_10007_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_4.npy,10007
10007_5,PASTISFresh\DATA_S2\S2_10007_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_5.npy,10007
10007_6,PASTISFresh\DATA_S2\S2_10007_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_6.npy,10007
10007_7,PASTISFresh\DATA_S2\S2_10007_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_7.npy,10007
10007_8,PASTISFresh\DATA_S2\S2_10007_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_8.npy,10007
10007_9,PASTISFresh\DATA_S2\S2_10007_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_9.npy,10007
10007_10,PASTISFresh\DATA_S2\S2_10007_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_10.npy,10007
10007_11,PASTISFresh\DATA_S2\S2_10007_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_11.npy,10007
10007_12,PASTISFresh\DATA_S2\S2_10007_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_12.npy,10007
10007_13,PASTISFresh\DATA_S2\S2_10007_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_13.npy,10007
10007_14,PASTISFresh\DATA_S2\S2_10007_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_14.npy,10007
10007_15,PASTISFresh\DATA_S2\S2_10007_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_15.npy,10007
10007_16,PASTISFresh\DATA_S2\S2_10007_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_16.npy,10007
10007_17,PASTISFresh\DATA_S2\S2_10007_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_17.npy,10007
10007_18,PASTISFresh\DATA_S2\S2_10007_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_18.npy,10007
10007_19,PASTISFresh\DATA_S2\S2_10007_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_19.npy,10007
10007_20,PASTISFresh\DATA_S2\S2_10007_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_20.npy,10007
10007_21,PASTISFresh\DATA_S2\S2_10007_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_21.npy,10007
10007_22,PASTISFresh\DATA_S2\S2_10007_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_22.npy,10007
10007_23,PASTISFresh\DATA_S2\S2_10007_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_23.npy,10007
10007_24,PASTISFresh\DATA_S2\S2_10007_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10007_24.npy,10007
10008_0,PASTISFresh\DATA_S2\S2_10008_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_0.npy,10008
10008_1,PASTISFresh\DATA_S2\S2_10008_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_1.npy,10008
10008_2,PASTISFresh\DATA_S2\S2_10008_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_2.npy,10008
10008_3,PASTISFresh\DATA_S2\S2_10008_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_3.npy,10008
10008_4,PASTISFresh\DATA_S2\S2_10008_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_4.npy,10008
10008_5,PASTISFresh\DATA_S2\S2_10008_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_5.npy,10008
10008_6,PASTISFresh\DATA_S2\S2_10008_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_6.npy,10008
10008_7,PASTISFresh\DATA_S2\S2_10008_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_7.npy,10008
10008_8,PASTISFresh\DATA_S2\S2_10008_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_8.npy,10008
10008_9,PASTISFresh\DATA_S2\S2_10008_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_9.npy,10008
10008_10,PASTISFresh\DATA_S2\S2_10008_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_10.npy,10008
10008_11,PASTISFresh\DATA_S2\S2_10008_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_11.npy,10008
10008_12,PASTISFresh\DATA_S2\S2_10008_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_12.npy,10008
10008_13,PASTISFresh\DATA_S2\S2_10008_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_13.npy,10008
10008_14,PASTISFresh\DATA_S2\S2_10008_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_14.npy,10008
10008_15,PASTISFresh\DATA_S2\S2_10008_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_15.npy,10008
10008_16,PASTISFresh\DATA_S2\S2_10008_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_16.npy,10008
10008_17,PASTISFresh\DATA_S2\S2_10008_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_17.npy,10008
10008_18,PASTISFresh\DATA_S2\S2_10008_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_18.npy,10008
10008_19,PASTISFresh\DATA_S2\S2_10008_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_19.npy,10008
10008_20,PASTISFresh\DATA_S2\S2_10008_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_20.npy,10008
10008_21,PASTISFresh\DATA_S2\S2_10008_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_21.npy,10008
10008_22,PASTISFresh\DATA_S2\S2_10008_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_22.npy,10008
10008_23,PASTISFresh\DATA_S2\S2_10008_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_23.npy,10008
10008_24,PASTISFresh\DATA_S2\S2_10008_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_24.npy,10008
10010_0,PASTISFresh\DATA_S2\S2_10010_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_0.npy,10010
10010_1,PASTISFresh\DATA_S2\S2_10010_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_1.npy,10010
10010_2,PASTISFresh\DATA_S2\S2_10010_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_2.npy,10010
10010_3,PASTISFresh\DATA_S2\S2_10010_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_3.npy,10010
10010_4,PASTISFresh\DATA_S2\S2_10010_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_4.npy,10010
10010_5,PASTISFresh\DATA_S2\S2_10010_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_5.npy,10010
10010_6,PASTISFresh\DATA_S2\S2_10010_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_6.npy,10010
10010_7,PASTISFresh\DATA_S2\S2_10010_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_7.npy,10010
10010_8,PASTISFresh\DATA_S2\S2_10010_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_8.npy,10010
10010_9,PASTISFresh\DATA_S2\S2_10010_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_9.npy,10010
10010_10,PASTISFresh\DATA_S2\S2_10010_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_10.npy,10010
10010_11,PASTISFresh\DATA_S2\S2_10010_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_11.npy,10010
10010_12,PASTISFresh\DATA_S2\S2_10010_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_12.npy,10010
10010_13,PASTISFresh\DATA_S2\S2_10010_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_13.npy,10010
10010_14,PASTISFresh\DATA_S2\S2_10010_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_14.npy,10010
10010_15,PASTISFresh\DATA_S2\S2_10010_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_15.npy,10010
10010_16,PASTISFresh\DATA_S2\S2_10010_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_16.npy,10010
10010_17,PASTISFresh\DATA_S2\S2_10010_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_17.npy,10010
10010_18,PASTISFresh\DATA_S2\S2_10010_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_18.npy,10010
10010_19,PASTISFresh\DATA_S2\S2_10010_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_19.npy,10010
10010_20,PASTISFresh\DATA_S2\S2_10010_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_20.npy,10010
10010_21,PASTISFresh\DATA_S2\S2_10010_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_21.npy,10010
10010_22,PASTISFresh\DATA_S2\S2_10010_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_22.npy,10010
10010_23,PASTISFresh\DATA_S2\S2_10010_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_23.npy,10010
10010_24,PASTISFresh\DATA_S2\S2_10010_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10010_24.npy,10010
10011_0,PASTISFresh\DATA_S2\S2_10011_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_0.npy,10011
10011_1,PASTISFresh\DATA_S2\S2_10011_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_1.npy,10011
10011_2,PASTISFresh\DATA_S2\S2_10011_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_2.npy,10011
10011_3,PASTISFresh\DATA_S2\S2_10011_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_3.npy,10011
10011_4,PASTISFresh\DATA_S2\S2_10011_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_4.npy,10011
10011_5,PASTISFresh\DATA_S2\S2_10011_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_5.npy,10011
10011_6,PASTISFresh\DATA_S2\S2_10011_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_6.npy,10011
10011_7,PASTISFresh\DATA_S2\S2_10011_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_7.npy,10011
10011_8,PASTISFresh\DATA_S2\S2_10011_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_8.npy,10011
10011_9,PASTISFresh\DATA_S2\S2_10011_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_9.npy,10011
10011_10,PASTISFresh\DATA_S2\S2_10011_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_10.npy,10011
10011_11,PASTISFresh\DATA_S2\S2_10011_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_11.npy,10011
10011_12,PASTISFresh\DATA_S2\S2_10011_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_12.npy,10011
10011_13,PASTISFresh\DATA_S2\S2_10011_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_13.npy,10011
10011_14,PASTISFresh\DATA_S2\S2_10011_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_14.npy,10011
10011_15,PASTISFresh\DATA_S2\S2_10011_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_15.npy,10011
10011_16,PASTISFresh\DATA_S2\S2_10011_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_16.npy,10011
10011_17,PASTISFresh\DATA_S2\S2_10011_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_17.npy,10011
10011_18,PASTISFresh\DATA_S2\S2_10011_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_18.npy,10011
10011_19,PASTISFresh\DATA_S2\S2_10011_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_19.npy,10011
10011_20,PASTISFresh\DATA_S2\S2_10011_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_20.npy,10011
10011_21,PASTISFresh\DATA_S2\S2_10011_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_21.npy,10011
10011_22,PASTISFresh\DATA_S2\S2_10011_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_22.npy,10011
10011_23,PASTISFresh\DATA_S2\S2_10011_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_23.npy,10011
10011_24,PASTISFresh\DATA_S2\S2_10011_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_24.npy,10011
10012_0,PASTISFresh\DATA_S2\S2_10012_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_0.npy,10012
10012_1,PASTISFresh\DATA_S2\S2_10012_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_1.npy,10012
10012_2,PASTISFresh\DATA_S2\S2_10012_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_2.npy,10012
10012_3,PASTISFresh\DATA_S2\S2_10012_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_3.npy,10012
10012_4,PASTISFresh\DATA_S2\S2_10012_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_4.npy,10012
10012_5,PASTISFresh\DATA_S2\S2_10012_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_5.npy,10012
10012_6,PASTISFresh\DATA_S2\S2_10012_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_6.npy,10012
10012_7,PASTISFresh\DATA_S2\S2_10012_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_7.npy,10012
10012_8,PASTISFresh\DATA_S2\S2_10012_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_8.npy,10012
10012_9,PASTISFresh\DATA_S2\S2_10012_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_9.npy,10012
10012_10,PASTISFresh\DATA_S2\S2_10012_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_10.npy,10012
10012_11,PASTISFresh\DATA_S2\S2_10012_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_11.npy,10012
10012_12,PASTISFresh\DATA_S2\S2_10012_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_12.npy,10012
10012_13,PASTISFresh\DATA_S2\S2_10012_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10012_13.npy,10012
