fieldID,imagepath,labelpath,parentID
10001_23,PASTISFresh\DATA_S2\S2_10001_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_23.npy,10001
10001_24,PASTISFresh\DATA_S2\S2_10001_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10001_24.npy,10001
10002_0,PASTISFresh\DATA_S2\S2_10002_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_0.npy,10002
10002_1,PASTISFresh\DATA_S2\S2_10002_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_1.npy,10002
10002_2,PASTISFresh\DATA_S2\S2_10002_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_2.npy,10002
10002_3,PASTISFresh\DATA_S2\S2_10002_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_3.npy,10002
10002_4,PASTISFresh\DATA_S2\S2_10002_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_4.npy,10002
10002_5,PASTISFresh\DATA_S2\S2_10002_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_5.npy,10002
10002_6,PASTISFresh\DATA_S2\S2_10002_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_6.npy,10002
10002_7,PASTISFresh\DATA_S2\S2_10002_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_7.npy,10002
10002_8,PASTISFresh\DATA_S2\S2_10002_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_8.npy,10002
10002_9,PASTISFresh\DATA_S2\S2_10002_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_9.npy,10002
10002_10,PASTISFresh\DATA_S2\S2_10002_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_10.npy,10002
10002_11,PASTISFresh\DATA_S2\S2_10002_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_11.npy,10002
10002_12,PASTISFresh\DATA_S2\S2_10002_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_12.npy,10002
10002_13,PASTISFresh\DATA_S2\S2_10002_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_13.npy,10002
10002_14,PASTISFresh\DATA_S2\S2_10002_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_14.npy,10002
10002_15,PASTISFresh\DATA_S2\S2_10002_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_15.npy,10002
10002_16,PASTISFresh\DATA_S2\S2_10002_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_16.npy,10002
10002_17,PASTISFresh\DATA_S2\S2_10002_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_17.npy,10002
10002_18,PASTISFresh\DATA_S2\S2_10002_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_18.npy,10002
10002_19,PASTISFresh\DATA_S2\S2_10002_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_19.npy,10002
10002_20,PASTISFresh\DATA_S2\S2_10002_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_20.npy,10002
10002_21,PASTISFresh\DATA_S2\S2_10002_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_21.npy,10002
10002_22,PASTISFresh\DATA_S2\S2_10002_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_22.npy,10002
10002_23,PASTISFresh\DATA_S2\S2_10002_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_23.npy,10002
10002_24,PASTISFresh\DATA_S2\S2_10002_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10002_24.npy,10002
10004_0,PASTISFresh\DATA_S2\S2_10004_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_0.npy,10004
10004_1,PASTISFresh\DATA_S2\S2_10004_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_1.npy,10004
10004_2,PASTISFresh\DATA_S2\S2_10004_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_2.npy,10004
10004_3,PASTISFresh\DATA_S2\S2_10004_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_3.npy,10004
10004_4,PASTISFresh\DATA_S2\S2_10004_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_4.npy,10004
10004_5,PASTISFresh\DATA_S2\S2_10004_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_5.npy,10004
10004_6,PASTISFresh\DATA_S2\S2_10004_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_6.npy,10004
10004_7,PASTISFresh\DATA_S2\S2_10004_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_7.npy,10004
10004_8,PASTISFresh\DATA_S2\S2_10004_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_8.npy,10004
10004_9,PASTISFresh\DATA_S2\S2_10004_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_9.npy,10004
10004_10,PASTISFresh\DATA_S2\S2_10004_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_10.npy,10004
10004_11,PASTISFresh\DATA_S2\S2_10004_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_11.npy,10004
10004_12,PASTISFresh\DATA_S2\S2_10004_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_12.npy,10004
10004_13,PASTISFresh\DATA_S2\S2_10004_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_13.npy,10004
10004_14,PASTISFresh\DATA_S2\S2_10004_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_14.npy,10004
10004_15,PASTISFresh\DATA_S2\S2_10004_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_15.npy,10004
10004_16,PASTISFresh\DATA_S2\S2_10004_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_16.npy,10004
10004_17,PASTISFresh\DATA_S2\S2_10004_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_17.npy,10004
10004_18,PASTISFresh\DATA_S2\S2_10004_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_18.npy,10004
10004_19,PASTISFresh\DATA_S2\S2_10004_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_19.npy,10004
10004_20,PASTISFresh\DATA_S2\S2_10004_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_20.npy,10004
10004_21,PASTISFresh\DATA_S2\S2_10004_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_21.npy,10004
10004_22,PASTISFresh\DATA_S2\S2_10004_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_22.npy,10004
10004_23,PASTISFresh\DATA_S2\S2_10004_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_23.npy,10004
10004_24,PASTISFresh\DATA_S2\S2_10004_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10004_24.npy,10004
10005_0,PASTISFresh\DATA_S2\S2_10005_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_0.npy,10005
10005_1,PASTISFresh\DATA_S2\S2_10005_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_1.npy,10005
10005_2,PASTISFresh\DATA_S2\S2_10005_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_2.npy,10005
10005_3,PASTISFresh\DATA_S2\S2_10005_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_3.npy,10005
10005_4,PASTISFresh\DATA_S2\S2_10005_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_4.npy,10005
10005_5,PASTISFresh\DATA_S2\S2_10005_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_5.npy,10005
10005_6,PASTISFresh\DATA_S2\S2_10005_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_6.npy,10005
10005_7,PASTISFresh\DATA_S2\S2_10005_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_7.npy,10005
10005_8,PASTISFresh\DATA_S2\S2_10005_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_8.npy,10005
10005_9,PASTISFresh\DATA_S2\S2_10005_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_9.npy,10005
10005_10,PASTISFresh\DATA_S2\S2_10005_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_10.npy,10005
10005_11,PASTISFresh\DATA_S2\S2_10005_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_11.npy,10005
10005_12,PASTISFresh\DATA_S2\S2_10005_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_12.npy,10005
10005_13,PASTISFresh\DATA_S2\S2_10005_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_13.npy,10005
10005_14,PASTISFresh\DATA_S2\S2_10005_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_14.npy,10005
10005_15,PASTISFresh\DATA_S2\S2_10005_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_15.npy,10005
10005_16,PASTISFresh\DATA_S2\S2_10005_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_16.npy,10005
10005_17,PASTISFresh\DATA_S2\S2_10005_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_17.npy,10005
10005_18,PASTISFresh\DATA_S2\S2_10005_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_18.npy,10005
10005_19,PASTISFresh\DATA_S2\S2_10005_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_19.npy,10005
10005_20,PASTISFresh\DATA_S2\S2_10005_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_20.npy,10005
10005_21,PASTISFresh\DATA_S2\S2_10005_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_21.npy,10005
10005_22,PASTISFresh\DATA_S2\S2_10005_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_22.npy,10005
10005_23,PASTISFresh\DATA_S2\S2_10005_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_23.npy,10005
10005_24,PASTISFresh\DATA_S2\S2_10005_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10005_24.npy,10005
10006_0,PASTISFresh\DATA_S2\S2_10006_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_0.npy,10006
10006_1,PASTISFresh\DATA_S2\S2_10006_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_1.npy,10006
10006_2,PASTISFresh\DATA_S2\S2_10006_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_2.npy,10006
10006_3,PASTISFresh\DATA_S2\S2_10006_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_3.npy,10006
10006_4,PASTISFresh\DATA_S2\S2_10006_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_4.npy,10006
10006_5,PASTISFresh\DATA_S2\S2_10006_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_5.npy,10006
10006_6,PASTISFresh\DATA_S2\S2_10006_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_6.npy,10006
10006_7,PASTISFresh\DATA_S2\S2_10006_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_7.npy,10006
10006_8,PASTISFresh\DATA_S2\S2_10006_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_8.npy,10006
10006_9,PASTISFresh\DATA_S2\S2_10006_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_9.npy,10006
10006_10,PASTISFresh\DATA_S2\S2_10006_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_10.npy,10006
10006_11,PASTISFresh\DATA_S2\S2_10006_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_11.npy,10006
10006_12,PASTISFresh\DATA_S2\S2_10006_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_12.npy,10006
10006_13,PASTISFresh\DATA_S2\S2_10006_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_13.npy,10006
10006_14,PASTISFresh\DATA_S2\S2_10006_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_14.npy,10006
10006_15,PASTISFresh\DATA_S2\S2_10006_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_15.npy,10006
10006_16,PASTISFresh\DATA_S2\S2_10006_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_16.npy,10006
10006_17,PASTISFresh\DATA_S2\S2_10006_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_17.npy,10006
10006_18,PASTISFresh\DATA_S2\S2_10006_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_18.npy,10006
10006_19,PASTISFresh\DATA_S2\S2_10006_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_19.npy,10006
10006_20,PASTISFresh\DATA_S2\S2_10006_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_20.npy,10006
10006_21,PASTISFresh\DATA_S2\S2_10006_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_21.npy,10006
10006_22,PASTISFresh\DATA_S2\S2_10006_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_22.npy,10006
10006_23,PASTISFresh\DATA_S2\S2_10006_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_23.npy,10006
10006_24,PASTISFresh\DATA_S2\S2_10006_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10006_24.npy,10006
10008_0,PASTISFresh\DATA_S2\S2_10008_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_0.npy,10008
10008_1,PASTISFresh\DATA_S2\S2_10008_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_1.npy,10008
10008_2,PASTISFresh\DATA_S2\S2_10008_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_2.npy,10008
10008_3,PASTISFresh\DATA_S2\S2_10008_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_3.npy,10008
10008_4,PASTISFresh\DATA_S2\S2_10008_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_4.npy,10008
10008_5,PASTISFresh\DATA_S2\S2_10008_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_5.npy,10008
10008_6,PASTISFresh\DATA_S2\S2_10008_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_6.npy,10008
10008_7,PASTISFresh\DATA_S2\S2_10008_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_7.npy,10008
10008_8,PASTISFresh\DATA_S2\S2_10008_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_8.npy,10008
10008_9,PASTISFresh\DATA_S2\S2_10008_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_9.npy,10008
10008_10,PASTISFresh\DATA_S2\S2_10008_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_10.npy,10008
10008_11,PASTISFresh\DATA_S2\S2_10008_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_11.npy,10008
10008_12,PASTISFresh\DATA_S2\S2_10008_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_12.npy,10008
10008_13,PASTISFresh\DATA_S2\S2_10008_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_13.npy,10008
10008_14,PASTISFresh\DATA_S2\S2_10008_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_14.npy,10008
10008_15,PASTISFresh\DATA_S2\S2_10008_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_15.npy,10008
10008_16,PASTISFresh\DATA_S2\S2_10008_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_16.npy,10008
10008_17,PASTISFresh\DATA_S2\S2_10008_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_17.npy,10008
10008_18,PASTISFresh\DATA_S2\S2_10008_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_18.npy,10008
10008_19,PASTISFresh\DATA_S2\S2_10008_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_19.npy,10008
10008_20,PASTISFresh\DATA_S2\S2_10008_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_20.npy,10008
10008_21,PASTISFresh\DATA_S2\S2_10008_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_21.npy,10008
10008_22,PASTISFresh\DATA_S2\S2_10008_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_22.npy,10008
10008_23,PASTISFresh\DATA_S2\S2_10008_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_23.npy,10008
10008_24,PASTISFresh\DATA_S2\S2_10008_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10008_24.npy,10008
10009_0,PASTISFresh\DATA_S2\S2_10009_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_0.npy,10009
10009_1,PASTISFresh\DATA_S2\S2_10009_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_1.npy,10009
10009_2,PASTISFresh\DATA_S2\S2_10009_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_2.npy,10009
10009_3,PASTISFresh\DATA_S2\S2_10009_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_3.npy,10009
10009_4,PASTISFresh\DATA_S2\S2_10009_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_4.npy,10009
10009_5,PASTISFresh\DATA_S2\S2_10009_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_5.npy,10009
10009_6,PASTISFresh\DATA_S2\S2_10009_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_6.npy,10009
10009_7,PASTISFresh\DATA_S2\S2_10009_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_7.npy,10009
10009_8,PASTISFresh\DATA_S2\S2_10009_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_8.npy,10009
10009_9,PASTISFresh\DATA_S2\S2_10009_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_9.npy,10009
10009_10,PASTISFresh\DATA_S2\S2_10009_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_10.npy,10009
10009_11,PASTISFresh\DATA_S2\S2_10009_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_11.npy,10009
10009_12,PASTISFresh\DATA_S2\S2_10009_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_12.npy,10009
10009_13,PASTISFresh\DATA_S2\S2_10009_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_13.npy,10009
10009_14,PASTISFresh\DATA_S2\S2_10009_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_14.npy,10009
10009_15,PASTISFresh\DATA_S2\S2_10009_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_15.npy,10009
10009_16,PASTISFresh\DATA_S2\S2_10009_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_16.npy,10009
10009_17,PASTISFresh\DATA_S2\S2_10009_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_17.npy,10009
10009_18,PASTISFresh\DATA_S2\S2_10009_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_18.npy,10009
10009_19,PASTISFresh\DATA_S2\S2_10009_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_19.npy,10009
10009_20,PASTISFresh\DATA_S2\S2_10009_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_20.npy,10009
10009_21,PASTISFresh\DATA_S2\S2_10009_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_21.npy,10009
10009_22,PASTISFresh\DATA_S2\S2_10009_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_22.npy,10009
10009_23,PASTISFresh\DATA_S2\S2_10009_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_23.npy,10009
10009_24,PASTISFresh\DATA_S2\S2_10009_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10009_24.npy,10009
10011_0,PASTISFresh\DATA_S2\S2_10011_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_0.npy,10011
10011_1,PASTISFresh\DATA_S2\S2_10011_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_1.npy,10011
10011_2,PASTISFresh\DATA_S2\S2_10011_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_2.npy,10011
10011_3,PASTISFresh\DATA_S2\S2_10011_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_3.npy,10011
10011_4,PASTISFresh\DATA_S2\S2_10011_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_4.npy,10011
10011_5,PASTISFresh\DATA_S2\S2_10011_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_5.npy,10011
10011_6,PASTISFresh\DATA_S2\S2_10011_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_6.npy,10011
10011_7,PASTISFresh\DATA_S2\S2_10011_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_7.npy,10011
10011_8,PASTISFresh\DATA_S2\S2_10011_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_8.npy,10011
10011_9,PASTISFresh\DATA_S2\S2_10011_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_9.npy,10011
10011_10,PASTISFresh\DATA_S2\S2_10011_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_10.npy,10011
10011_11,PASTISFresh\DATA_S2\S2_10011_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_11.npy,10011
10011_12,PASTISFresh\DATA_S2\S2_10011_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_12.npy,10011
10011_13,PASTISFresh\DATA_S2\S2_10011_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_13.npy,10011
10011_14,PASTISFresh\DATA_S2\S2_10011_14.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_14.npy,10011
10011_15,PASTISFresh\DATA_S2\S2_10011_15.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_15.npy,10011
10011_16,PASTISFresh\DATA_S2\S2_10011_16.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_16.npy,10011
10011_17,PASTISFresh\DATA_S2\S2_10011_17.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_17.npy,10011
10011_18,PASTISFresh\DATA_S2\S2_10011_18.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_18.npy,10011
10011_19,PASTISFresh\DATA_S2\S2_10011_19.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_19.npy,10011
10011_20,PASTISFresh\DATA_S2\S2_10011_20.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_20.npy,10011
10011_21,PASTISFresh\DATA_S2\S2_10011_21.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_21.npy,10011
10011_22,PASTISFresh\DATA_S2\S2_10011_22.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_22.npy,10011
10011_23,PASTISFresh\DATA_S2\S2_10011_23.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_23.npy,10011
10011_24,PASTISFresh\DATA_S2\S2_10011_24.npy,PASTISFresh\ANNOTATIONS\TARGET_10011_24.npy,10011
10013_0,PASTISFresh\DATA_S2\S2_10013_0.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_0.npy,10013
10013_1,PASTISFresh\DATA_S2\S2_10013_1.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_1.npy,10013
10013_2,PASTISFresh\DATA_S2\S2_10013_2.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_2.npy,10013
10013_3,PASTISFresh\DATA_S2\S2_10013_3.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_3.npy,10013
10013_4,PASTISFresh\DATA_S2\S2_10013_4.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_4.npy,10013
10013_5,PASTISFresh\DATA_S2\S2_10013_5.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_5.npy,10013
10013_6,PASTISFresh\DATA_S2\S2_10013_6.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_6.npy,10013
10013_7,PASTISFresh\DATA_S2\S2_10013_7.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_7.npy,10013
10013_8,PASTISFresh\DATA_S2\S2_10013_8.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_8.npy,10013
10013_9,PASTISFresh\DATA_S2\S2_10013_9.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_9.npy,10013
10013_10,PASTISFresh\DATA_S2\S2_10013_10.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_10.npy,10013
10013_11,PASTISFresh\DATA_S2\S2_10013_11.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_11.npy,10013
10013_12,PASTISFresh\DATA_S2\S2_10013_12.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_12.npy,10013
10013_13,PASTISFresh\DATA_S2\S2_10013_13.npy,PASTISFresh\ANNOTATIONS\TARGET_10013_13.npy,10013
